"S排版數","BOM_TH_PN","TH PN","PROCESSNO","GBOM","版次","狀態","WIPSTATUS","最後派立開立/確認日","CO2 NO","操作人員|生管人員","操作人員|產線人員","操作人員|工程人員","操作人員|品管人員","最新版次","區段別","核准日期","設定日期","工程人員","MAD_DESC","GBOM","TH PN","次序","類別","自製/委外","站別","中文名稱","生管群組","領班群組代碼","領班群組","工程師"
"","","BAEI05012","BAEI05012-X","BAEI05012-Y-B","Y","已核准","","08/06/2018 下午 01:12:53","","廖偲婷","陳佳鈺","吳思翰","簡茂原","Y","PF","05/08/2018 下午 04:10:48","05/04/2018 上午 10:19:10","吳思翰","DPC類","BAEI05012-Y-B","BAEI05012","1","正常*","自製","PDFA","燒結","Sputter","PF-PRINT","PF-PRINT陳鈺淇/Cherry_Chen","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","2","正常*","自製","PDCA","清洗1","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","3","正常*","自製","PDFQ","烘乾 1","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","4","正常*","自製","PDSA","結合層 A 0","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao","廖忠明"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","5","正常*","自製","PDPS","結合層 B 0","Sputter","Photo Imaging(曝光)","FD-曝光王書敏/Michelle_Wang","廖忠明"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","6","正常*","自製","PDBA","壓乾膜 0","D/F","Photo Imaging(曝光)","FD-曝光王書敏/Michelle_Wang","廖忠明"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","7","正常*","自製","PDEE","曝光 (乾膜) 0","D/F","Photo Imaging(曝光)","FD-曝光王書敏/Michelle_Wang","廖忠明"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","8","正常*","自製","PDDC","顯影(乾膜) 0","D/F","Photo Imaging(顯影)","FD-顯影王書敏/Michelle_Wang","廖忠明"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","9","正常*","自製","PDPA","電鍍銅 0","P/C","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee","張如陵"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","10","正常*","自製","PDAL","磨刷A 0","P/C","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","11","正常*","自製","PDTH","剝膜/蝕刻 1","P/C","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee","張如陵"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","12","正常*","自製","PDIS","DPC檢驗 0","P/C","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","13","正常*","自製","PDPP","化鍍鎳金 0","SM","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","14","正常*","自製","PDIT","DPC檢驗 1","SM","DPC電鍍","DPC-DPC李惠娟/Huichuan_Lee",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","15","正常*","自製","PDRH","成品流焊ALL 0 ","SM","PF-LASER&TEST","PF-L/T黃甯雅 Ningya_huang",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","16","正常*","自製","C08G","切割 0","B/E","AS-BACKEND","AS-B/E許化美/Hua_Mei","林坤亮"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","17","正常*","自製","C02G","UV烘乾 0","B/E","AS-BACKEND","AS-B/E許化美/Hua_Mei",""
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","18","正常*","自製","BXAE","成檢 0","F/I (PF)","PF-成檢","PF-成檢吳雅惠/Amy_Wu","楊勝峰"
"","","","","","","","","","","","","","","","","","","","","BAEI05012-Y-B","BAEI05012","19","檢驗*","自製","BQAG","FQC","SFFQC","PF-IPQC/FQC","PF-IPQC/FQC彭靜苑/Sunny_Peng","蕭暉恩"
"","","BAEI05020","BAEI05020-R","BAEI05020-T-B","T","已核准","","08/02/2018 下午 01:24:14","","廖偲婷","吳宜軒","吳思翰","簡茂原","Y","PF","05/11/2018 上午 10:53:55","05/09/2018 下午 04:49:23","吳思翰","DPC類","BAEI05020-T-B","BAEI05020","1","正常*","自製","PDFA","燒結","Sputter","PF-PRINT","PF-PRINT陳鈺淇/Cherry_Chen","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05020-T-B","BAEI05020","2","正常*","自製","PDCA","清洗1","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05020-T-B","BAEI05020","3","正常*","自製","PDFQ","烘乾 1","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao","童惠君"
"","","","","","","","","","","","","","","","","","","","","BAEI05020-T-B","BAEI05020","4","正常*","自製","PDSA","結合層 A 0","Sputter","SPUTTER","PF-SPUTTER廖秭榕/Zoe_Liao","廖忠明"
